hsa-let-7a-5p,0.25,0.3125,0.2375,0.1875,-0.8125,0.12658227848101267,0.1518987341772152,-0.85,0.12658227848101267,0.0,0.0625,0.275,0.525,0.7,0.85,0.0125,0.2375,0.3625,0.8375,0.9875,0.025,0.1125,0.25,0.4125,0.8875,0.4375,0.5,0.575,0.825,0.975
hsa-let-7b-5p,0.1927710843373494,0.27710843373493976,0.30120481927710846,0.21686746987951808,-0.891566265060241,0.12195121951219512,0.08536585365853659,-0.7831325301204819,0.10975609756097561,0.06097560975609756,0.0963855421686747,0.3614457831325301,0.6506024096385542,0.7469879518072289,0.8554216867469879,0.07228915662650602,0.25301204819277107,0.4819277108433735,0.7349397590361446,0.9879518072289156,0.024096385542168676,0.10843373493975904,0.26506024096385544,0.4578313253012048,0.891566265060241,0.012048192771084338,0.5421686746987951,0.7228915662650602,0.9036144578313253,0.9759036144578314
hsa-let-7c-5p,0.20238095238095238,0.32142857142857145,0.2857142857142857,0.17857142857142858,-0.8809523809523809,0.14457831325301204,0.0963855421686747,-0.8214285714285714,0.10843373493975904,0.04819277108433735,0.03571428571428571,0.23809523809523808,0.47619047619047616,0.7142857142857143,0.9761904761904762,0.047619047619047616,0.2857142857142857,0.4642857142857143,0.7857142857142857,0.9404761904761905,0.011904761904761904,0.16666666666666666,0.34523809523809523,0.5833333333333334,0.9880952380952381,0.023809523809523808,0.4880952380952381,0.6666666666666666,0.7738095238095238,0.9166666666666666
hsa-let-7d-5p,0.2413793103448276,0.27586206896551724,0.28735632183908044,0.1839080459770115,-0.8620689655172413,0.18604651162790697,0.09302325581395349,-0.896551724137931,0.08139534883720931,0.06976744186046512,0.04597701149425287,0.16091954022988506,0.42528735632183906,0.6896551724137931,0.9770114942528736,0.034482758620689655,0.28735632183908044,0.4942528735632184,0.8275862068965517,0.9655172413793104,0.05747126436781609,0.1724137931034483,0.39080459770114945,0.632183908045977,0.9885057471264368,0.011494252873563218,0.41379310344827586,0.5862068965517241,0.8160919540229885,0.9425287356321839
hsa-let-7e-5p,0.22784810126582278,0.20253164556962025,0.3037974683544304,0.25316455696202533,-0.8860759493670887,0.21794871794871795,0.10256410256410256,-0.9113924050632911,0.10256410256410256,0.0641025641025641,0.12658227848101267,0.3037974683544304,0.4936708860759494,0.6582278481012658,0.9746835443037974,0.10126582278481013,0.26582278481012656,0.3670886075949367,0.7974683544303798,0.9113924050632911,0.05063291139240506,0.1518987341772152,0.34177215189873417,0.569620253164557,0.9873417721518988,0.012658227848101266,0.4810126582278481,0.6708860759493671,0.8227848101265823,0.9620253164556962
hsa-let-7f-5p,0.2413793103448276,0.3448275862068966,0.25287356321839083,0.14942528735632185,-0.8045977011494253,0.18604651162790697,0.06976744186046512,-0.8045977011494253,0.10465116279069768,0.011627906976744186,0.034482758620689655,0.1839080459770115,0.45977011494252873,0.7126436781609196,0.8505747126436781,0.011494252873563218,0.27586206896551724,0.4827586206896552,0.735632183908046,0.9770114942528736,0.04597701149425287,0.16091954022988506,0.3563218390804598,0.4482758620689655,0.9885057471264368,0.022988505747126436,0.5402298850574713,0.7241379310344828,0.9080459770114943,0.9655172413793104
hsa-let-7g-5p,0.23809523809523808,0.25,0.2857142857142857,0.21428571428571427,-0.8690476190476191,0.1686746987951807,0.1566265060240964,-0.8214285714285714,0.07228915662650602,0.060240963855421686,0.011904761904761904,0.25,0.4880952380952381,0.6904761904761905,0.8690476190476191,0.05952380952380952,0.20238095238095238,0.32142857142857145,0.7023809523809523,0.9523809523809523,0.023809523809523808,0.14285714285714285,0.36904761904761907,0.6547619047619048,0.9642857142857143,0.047619047619047616,0.5,0.6190476190476191,0.8809523809523809,0.9880952380952381
hsa-let-7i-5p,0.14285714285714285,0.30952380952380953,0.3333333333333333,0.20238095238095238,-0.9166666666666666,0.10843373493975904,0.060240963855421686,-0.7261904761904762,0.12048192771084337,0.14457831325301204,0.09523809523809523,0.17857142857142858,0.6666666666666666,0.7261904761904762,0.8690476190476191,0.023809523809523808,0.21428571428571427,0.4166666666666667,0.7023809523809523,0.9880952380952381,0.03571428571428571,0.19047619047619047,0.39285714285714285,0.6428571428571429,0.9642857142857143,0.011904761904761904,0.36904761904761907,0.5714285714285714,0.8452380952380952,0.9761904761904762
hsa-miR-100-5p,0.225,0.3125,0.225,0.225,-0.8375,0.08860759493670886,0.10126582278481013,-0.775,0.11392405063291139,0.0759493670886076,0.125,0.175,0.4625,0.7125,0.975,0.0375,0.375,0.525,0.825,0.9625,0.05,0.2625,0.5125,0.8125,0.9875,0.0125,0.1125,0.3,0.575,0.9125
hsa-miR-101-3p,0.24,0.29333333333333333,0.25333333333333335,0.2,-0.8533333333333333,0.12162162162162163,0.12162162162162163,-0.7866666666666666,0.16216216216216217,0.06756756756756757,0.16,0.28,0.5866666666666667,0.8133333333333334,0.9333333333333333,0.013333333333333334,0.22666666666666666,0.4533333333333333,0.6266666666666667,0.9466666666666667,0.02666666666666667,0.29333333333333333,0.6,0.7733333333333333,0.9733333333333334,0.04,0.12,0.3333333333333333,0.5333333333333333,0.9866666666666667
